|00000144|00000054|00000047|00000000|
|00000144|00000069|00000049|00000000|
|00000144|00000070|00000058|00000000|
|00000144|00000069|00000000|00000000|
|00000144|00000072|00000055|00000000|
|00000144|00000070|00000000|00000000|
|00000144|00000072|00000000|00000000|
|00000144|00000054|00000000|00000000|
|00000144|00000062|00000044|00000000|
|00000144|00000070|00000054|00000000|
|00000144|00000070|00000000|00000000|
|00000144|00000069|00000055|00000000|
|00000144|00000062|00000000|00000000|
|00000144|00000069|00000000|00000000|
|00000144|00000055|00000042|00000000|
|00000144|00000070|00000053|00000000|
|00000144|00000069|00000059|00000000|
|00000144|00000070|00000000|00000000|
|00000144|00000055|00000000|00000000|
|00000144|00000070|00000065|00000000|
|00000144|00000069|00000000|00000000|
|00000144|00000051|00000058|00000000|
|00000144|00000067|00000070|00000000|
|00000144|00000070|00000000|00000000|
|00000144|00000067|00000000|00000000|
|00000144|00000079|00000075|00000000|
|00000144|00000051|00000000|00000000|
|00000144|00000079|00000000|00000000|
|00000144|00000050|00000056|00000000|
|00000144|00000078|00000079|00000000|
|00000144|00000048|00000063|00000000|
|00000144|00000050|00000000|00000000|
|00000144|00000050|00000065|00000000|
|00000144|00000048|00000000|00000000|
|00000144|00000046|00000072|00000000|
|00000144|00000074|00000075|00000000|
|00000144|00000050|00000000|00000000|
|00000144|00000078|00000000|00000000|
|00000144|00000046|00000000|00000000|
|00000144|00000043|00000072|00000000|
|00000144|00000043|00000000|00000000|
|00000144|00000074|00000000|00000000|
|00000144|00000051|00000067|00000000|
|00000144|00000079|00000076|00000000|
|00000144|00000051|00000000|00000000|
|00000144|00000079|00000000|00000000|
|00000144|00000048|00000070|00000000|
|00000144|00000081|00000073|00000000|
|00000144|00000048|00000000|00000000|
|00000144|00000050|00000063|00000000|
|00000144|00000082|00000075|00000000|
|00000144|00000081|00000000|00000000|
|00000144|00000050|00000000|00000000|
|00000144|00000081|00000078|00000000|
|00000144|00000082|00000000|00000000|
|00000144|00000062|00000074|00000000|
|00000144|00000079|00000078|00000000|
|00000144|00000081|00000000|00000000|
|00000144|00000062|00000000|00000000|
|00000144|00000078|00000083|00000000|
|00000144|00000079|00000000|00000000|
|00000144|00000063|00000077|00000000|
|00000144|00000079|00000079|00000000|
|00000144|00000078|00000000|00000000|
|00000144|00000062|00000074|00000000|
|00000144|00000063|00000000|00000000|
|00000144|00000060|00000073|00000000|
|00000144|00000062|00000000|00000000|
|00000144|00000058|00000071|00000000|
|00000144|00000074|00000073|00000000|
|00000144|00000060|00000000|00000000|
|00000144|00000079|00000000|00000000|
|00000144|00000058|00000000|00000000|
|00000144|00000055|00000066|00000000|
|00000144|00000055|00000000|00000000|
|00000144|00000060|00000069|00000000|
|00000144|00000075|00000077|00000000|
|00000144|00000074|00000000|00000000|
|00000144|00000074|00000074|00000000|
|00000144|00000075|00000000|00000000|
|00000144|00000057|00000063|00000000|
|00000144|00000072|00000070|00000000|
|00000144|00000074|00000000|00000000|
|00000144|00000060|00000000|00000000|
|00000144|00000057|00000000|00000000|
|00000144|00000070|00000076|00000000|
|00000144|00000072|00000000|00000000|
|00000144|00000070|00000000|00000000|
|00000144|00000062|00000060|00000000|
|00000144|00000070|00000067|00000000|
|00000144|00000069|00000069|00000000|
|00000144|00000070|00000000|00000000|
|00000144|00000070|00000066|00000000|
|00000144|00000062|00000000|00000000|
|00000144|00000069|00000000|00000000|
|00000144|00000069|00000073|00000000|
|00000144|00000070|00000000|00000000|
|00000144|00000050|00000059|00000000|
|00000144|00000062|00000054|00000000|
|00000144|00000062|00000000|00000000|
|00000144|00000050|00000000|00000000|
|00000144|00000055|00000057|00000000|
|00000144|00000067|00000069|00000000|
|00000144|00000069|00000000|00000000|
|00000144|00000055|00000000|00000000|
|00000144|00000067|00000000|00000000|
end of file

before midi silence

|00000176|00000120|00000000|00000000|
|00000176|00000120|00000000|00000000|
|00000176|00000120|00000000|00000000|
|00000176|00000120|00000000|00000000|
|00000176|00000120|00000000|00000000|
|00000176|00000120|00000000|00000000|
|00000176|00000120|00000000|00000000|
|00000176|00000120|00000000|00000000|
|00000176|00000120|00000000|00000000|
|00000176|00000120|00000000|00000000|
|00000176|00000120|00000000|00000000|
|00000176|00000120|00000000|00000000|
|00000176|00000120|00000000|00000000|
|00000176|00000120|00000000|00000000|
|00000176|00000120|00000000|00000000|
|00000176|00000120|00000000|00000000|
Done song
