|00000144|00000062|00000059|00000000|
|00000144|00000062|00000000|00000000|
|00000144|00000067|00000066|00000000|
|00000144|00000067|00000000|00000000|
|00000144|00000070|00000063|00000000|
|00000144|00000070|00000000|00000000|
|00000144|00000069|00000062|00000000|
|00000144|00000069|00000000|00000000|
|00000144|00000050|00000047|00000000|
|00000144|00000067|00000069|00000000|
|00000144|00000050|00000000|00000000|
|00000144|00000066|00000073|00000000|
|00000144|00000067|00000000|00000000|
|00000144|00000055|00000065|00000000|
|00000144|00000067|00000077|00000000|
|00000144|00000066|00000000|00000000|
|00000144|00000055|00000000|00000000|
|00000144|00000057|00000058|00000000|
|00000144|00000057|00000000|00000000|
|00000144|00000062|00000061|00000000|
|00000144|00000058|00000059|00000000|
|00000144|00000067|00000000|00000000|
|00000144|00000058|00000000|00000000|
|00000144|00000062|00000000|00000000|
|00000144|00000057|00000063|00000000|
|00000144|00000055|00000063|00000000|
|00000144|00000057|00000000|00000000|
|00000144|00000054|00000066|00000000|
|00000144|00000069|00000070|00000000|
|00000144|00000055|00000000|00000000|
|00000144|00000070|00000074|00000000|
|00000144|00000069|00000000|00000000|
|00000144|00000072|00000072|00000000|
|00000144|00000070|00000000|00000000|
|00000144|00000054|00000000|00000000|
|00000144|00000072|00000000|00000000|
|00000144|00000070|00000068|00000000|
|00000144|00000050|00000050|00000000|
|00000144|00000070|00000000|00000000|
|00000144|00000050|00000000|00000000|
|00000144|00000069|00000066|00000000|
|00000144|00000069|00000000|00000000|
|00000144|00000070|00000070|00000000|
|00000144|00000055|00000054|00000000|
|00000144|00000055|00000000|00000000|
|00000144|00000043|00000061|00000000|
|00000144|00000045|00000064|00000000|
|00000144|00000043|00000000|00000000|
|00000144|00000046|00000066|00000000|
|00000144|00000067|00000072|00000000|
|00000144|00000045|00000000|00000000|
|00000144|00000046|00000000|00000000|
|00000144|00000070|00000000|00000000|
|00000144|00000048|00000061|00000000|
|00000144|00000067|00000000|00000000|
|00000144|00000048|00000000|00000000|
|00000144|00000050|00000051|00000000|
|00000144|00000070|00000065|00000000|
|00000144|00000072|00000069|00000000|
|00000144|00000070|00000000|00000000|
|00000144|00000046|00000064|00000000|
|00000144|00000074|00000073|00000000|
|00000144|00000050|00000000|00000000|
|00000144|00000072|00000000|00000000|
|00000144|00000046|00000000|00000000|
|00000144|00000074|00000000|00000000|
|00000144|00000045|00000072|00000000|
|00000144|00000072|00000075|00000000|
|00000144|00000045|00000000|00000000|
|00000144|00000072|00000000|00000000|
|00000144|00000043|00000066|00000000|
|00000144|00000070|00000075|00000000|
|00000144|00000043|00000000|00000000|
|00000144|00000070|00000000|00000000|
|00000144|00000072|00000076|00000000|
|00000144|00000041|00000071|00000000|
|00000144|00000041|00000000|00000000|
|00000144|00000053|00000074|00000000|
|00000144|00000053|00000000|00000000|
|00000144|00000051|00000069|00000000|
|00000144|00000065|00000073|00000000|
|00000144|00000051|00000000|00000000|
|00000144|00000065|00000000|00000000|
|00000144|00000072|00000000|00000000|
|00000144|00000050|00000064|00000000|
|00000144|00000074|00000076|00000000|
|00000144|00000050|00000000|00000000|
|00000144|00000074|00000000|00000000|
|00000144|00000048|00000070|00000000|
|00000144|00000075|00000078|00000000|
|00000144|00000051|00000068|00000000|
|00000144|00000074|00000068|00000000|
|00000144|00000072|00000073|00000000|
|00000144|00000048|00000000|00000000|
|00000144|00000074|00000000|00000000|
|00000144|00000074|00000072|00000000|
|00000144|00000075|00000000|00000000|
|00000144|00000072|00000000|00000000|
|00000144|00000072|00000076|00000000|
|00000144|00000074|00000000|00000000|
|00000144|00000050|00000060|00000000|
|00000144|00000074|00000076|00000000|
|00000144|00000051|00000000|00000000|
|00000144|00000072|00000000|00000000|
|00000144|00000050|00000000|00000000|
|00000144|00000074|00000000|00000000|
|00000144|00000074|00000073|00000000|
|00000144|00000074|00000000|00000000|
|00000144|00000074|00000074|00000000|
|00000144|00000075|00000076|00000000|
|00000144|00000074|00000000|00000000|
|00000144|00000077|00000074|00000000|
|00000144|00000075|00000000|00000000|
|00000144|00000077|00000000|00000000|
|00000144|00000075|00000075|00000000|
|00000144|00000075|00000000|00000000|
|00000144|00000058|00000063|00000000|
|00000144|00000074|00000072|00000000|
|00000144|00000058|00000000|00000000|
|00000144|00000074|00000000|00000000|
|00000144|00000060|00000068|00000000|
|00000144|00000075|00000077|00000000|
|00000144|00000062|00000068|00000000|
|00000144|00000060|00000000|00000000|
|00000144|00000062|00000000|00000000|
|00000144|00000063|00000062|00000000|
|00000144|00000072|00000070|00000000|
|00000144|00000063|00000000|00000000|
|00000144|00000075|00000000|00000000|
|00000144|00000060|00000054|00000000|
|00000144|00000072|00000000|00000000|
|00000144|00000060|00000000|00000000|
|00000144|00000057|00000046|00000000|
|00000144|00000072|00000059|00000000|
|00000144|00000074|00000066|00000000|
|00000144|00000072|00000000|00000000|
|00000144|00000075|00000069|00000000|
|00000144|00000074|00000000|00000000|
|00000144|00000057|00000000|00000000|
|00000144|00000075|00000000|00000000|
|00000144|00000053|00000052|00000000|
|00000144|00000074|00000064|00000000|
|00000144|00000074|00000000|00000000|
|00000144|00000053|00000000|00000000|
|00000144|00000072|00000061|00000000|
|00000144|00000072|00000000|00000000|
|00000144|00000074|00000067|00000000|
|00000144|00000058|00000049|00000000|
|00000144|00000060|00000049|00000000|
|00000144|00000058|00000000|00000000|
|00000144|00000060|00000000|00000000|
|00000144|00000062|00000049|00000000|
|00000144|00000070|00000055|00000000|
|00000144|00000062|00000000|00000000|
|00000144|00000074|00000000|00000000|
|00000144|00000058|00000049|00000000|
|00000144|00000070|00000000|00000000|
|00000144|00000058|00000000|00000000|
|00000144|00000055|00000043|00000000|
|00000144|00000070|00000053|00000000|
|00000144|00000072|00000054|00000000|
|00000144|00000070|00000000|00000000|
|00000144|00000074|00000061|00000000|
|00000144|00000072|00000000|00000000|
|00000144|00000055|00000000|00000000|
|00000144|00000074|00000000|00000000|
|00000144|00000063|00000051|00000000|
|00000144|00000072|00000057|00000000|
|00000144|00000072|00000000|00000000|
|00000144|00000070|00000056|00000000|
|00000144|00000063|00000000|00000000|
|00000144|00000070|00000000|00000000|
